8b2e412d AbilitiesData
d122d71d CardSelectedNonMythicVfx
4be0e5d4 CardSwitcher
29ce6f56 CardTab
2b0b06fd CardTemplate
d2495e4a CaretAlphaMax
9901560f CaretBlinkTime
fd985966 Cases
882db0cc CastAllButtonDefinition
13388437 CastBar
7738aa28 CastConeAngle
5c46e292 CastConeDistance
4e47141f CastFrame
453edffa CastLockoutTime
b7250b1c CastRadius
8f6f40e6 CastRadiusSecondary
1b9cbd9b CastRange
d4c233b3 CastRangeDisplayOverride
4c77a6c3 CastRangeUseBoundingBoxes
b0dbb527 CastShadows
c01d7d11 CastStaticShadows
4ee9bb1f CastTargetAdditionalUnitsRadius
66257047 CastTime
27dba09a CasterCondition
175e6650 CasterForgivenessDefinitions
131a7dbd CastingBreaksStealth
1069f88c CatalogBackground
242ed7dc CatalogEntry
cf2f4271 Category
e966c494 CategoryColor
18abf042 CategoryText
176bef55 CategoryTextOnHoverOnly
a7d57206 CategoryTitleText
245ee9c5 CcBehavior
108deea5 CcBehaviorData
45f61269 CcBehaviorLink
d8c2bcff CcScore
bbe2bd79 CelebrationCompanionBackgroundVfx
35baf77e CelebrationCompanionForegroundVfx
b3ff6da5 CelebrationEmote
7e281dc9 CelebrationEmoteIds
93b9d050 CelebrationTheme
9cb45f01 CelebrationTier2StarVfx
c9ea2200 CelebrationTier3StarVfx
96367645 CelebrationVignetteAssetVfx
8a86a07b CelebrationVignetteVfx
08b52819 CensorModulateValue
232d7bad CensorPolicy
f18979da CenterActiveSourceIcon
12099849 CenterIconLink
e727f1b3 CenterJustifyStatusIconAndText
0a8a9c03 CenterKnownSourceIcon
d41d4fce CenterLocator
ee917dad CenterOverrides
d563e1e9 CenterSlotIcon
1d33d52a CenterTitleLink
43a6ecf7 CenterTooltipRegion
0b563891 Ceremony
7ed5b4a7 CeremonyDurationInSeconds
44659c77 ChallengeBorderCrystalsData
6e426029 ChallengeCrystalsData
014992bf ChallengeDesc
f6577f9c ChallengeLevel
08d3229d ChallengeName
7f9566b7 ChallengePlayerLevel
81999f36 ChallengePlayerLevelIcon
1ec120bb ChallengeTitleTooltipData
4e81b89b ChallengeTokenCapstoneIcon
3fdaf3f3 ChallengeTokenData
0128df22 ChallengeTokenGroup
6c638a80 ChallengeTokenHitRegion
bf9a001a ChallengeTokenIcon
1286df69 ChallengerRecall
b9882937 Challenges
3ed2e0c2 ChallengesTokenLayout
8fce1f0d ChampIconMinAlpha
d052e1c1 ChampIconNativeOffset
32e65008 ChampInspectVfx
e617a5ad ChampSpecificBar
848e6203 ChampTargetingEffectDefinition
ea595ca6 Champion
b3f33cf8 ChampionButtonTemplate
0ce50672 ChampionComponents
63506244 ChampionGold
8e277b93 ChampionGoldText
562016e4 ChampionHoverEffectGlowMod
284c0453 ChampionIcon
1f7adcd7 ChampionIconLink
047f7e3b ChampionId
fe960cbb ChampionKills
395592c9 ChampionKillsUiData
4f0ab780 ChampionLayout
972cf46e ChampionListingData
ad06db03 ChampionMetadata
09770505 ChampionName
e36bd611 ChampionNameHash
3e4882a9 ChampionNameLink
ebd9617e ChampionNameText
5c5d98c2 ChampionNames
008dc7d3 ChampionPortraitScene
22f23e2c ChampionProgressiveTickData
de57b1e6 ChampionScene
f8ac8a0f ChampionSkinDataLink
a977f4ae ChampionSkinId
2d78c328 ChampionSkinName
f871dddc ChampionSlotUiData
d0db0663 ChampionSlots
a48e3ad9 ChampionSpells
d3f2229f ChampionTags
8301eb38 ChampionTemplate
3d4350d4 ChampionTierFrames
47bac313 ChampionsAreValid
4a4e8672 ChampionsPerRow
df6e9154 ChampionsViewPane
9292a6c1 Chance
cef2ba70 ChanceToNotExist
c9969515 ChanceWeight
08791be3 ChangeAnimationMidPlay
2ac71ccc ChannelDuration
be3da0e1 ChannelingEndAutoAttackReset
92b97241 ChaosDecaying
b8cd006a ChaosFilling
6eab4784 ChaosFrame
b1df2719 ChaosJunglePath
789d2ea5 ChaosObjectiveBountiesData
518f60ff ChaosScoreLineUiData
0ae6149e ChaosTeam
4feffe3e ChaosTeamData
a756b81c ChaosTeamIdentity
1cec9ef2 CharAudioNameOverride
9d78529d CharData
4ac09eef CharLevelIconKey
8b3aa710 Character
156a6d60 CharacterBannerSkinName
00243921 CharacterFadeInstance
55de1cd1 CharacterIconPositionOffset
f13fda60 CharacterIconSize
8390f398 CharacterList
082ffaf1 CharacterLists
38022a93 CharacterName
ec182a7b CharacterNameOverride
26444773 CharacterOffset
ac971e62 CharacterPreloads
2c28acf8 CharacterQuestDefinitionsList
49b1d9ae CharacterQuestList
23ea1915 CharacterRecord
b6b01440 CharacterRole
afb07348 CharacterRoleData
5969040c CharacterRoleNameTra
35fa4ff0 CharacterRoleOverride
ca2fcc49 CharacterRoles
d85d7b5f CharacterSelectionUiPlaceholderIconPath
3ab433f2 CharacterSkinName
e501995f CharacterSplash
4b686f21 CharacterSplashEmblem
73c3e435 CharacterSplashSkinName
e784dd2f CharacterStateIndicatorMaxCount
bab0c3f7 CharacterStateIndicators
0f352e4c CharacterStatesMap
b227775c CharacterTierGroups
ec3d693a CharacterToolData
905580d9 Characters
5fa96950 Charm
4508cb51 Charmed
fbd1795a ChaseContentVfx
41fdcbb7 ChaseTable
9c13b204 ChasingAttackRangePercent
0125a0ca ChatAnnouncementOnly
98aff484 ChatBlock
cc5a7955 ChatChannelOptionListBackdrop
5c9cd5ff ChatChannelOptionListHover
447a72a9 ChatComboBoxOptionDefaultColor
00338681 ChatComboBoxOptionHighlightedColor
15c46e91 ChatFrameBounds
066ca3cd ChatHudRestrictionText
5ebecd37 ChatHudText
d877025b ChatHudTextBackground
a9089978 ChatInputCenter
e2116e86 ChatInputIndicatorTooltips
83c44739 ChatMessageKey
b48abdd7 ChatMessageKeyFallback
3c759c9a ChatMuteButton
74701348 ChatTextEdit
ce0447f6 ChatVisibilityKey
2e89a529 CheatIconMap
4577ec44 CheatSet
b3711c47 Check
06389b18 CheckBox
f89e5a78 CheckDurationSeconds
6e8692a2 CheckboxTemplate
7dc9adc9 ChestAssetMultiVfx
0f11b9fa ChestAssetSingleVfx
d4f40efa ChestBackgroundAssetVfx
212435a3 ChestBackgroundTimingOffset
ed51e4eb ChestTimingOffset
8afbdca6 ChildAnimDelaySwitchTime
8e5e6618 ChildClipName
c35d9c0f ChildEmitOnDeath
a03664c8 ChildParticleSetDefinition
9330e6b6 ChildTechniques
67a9c9d2 Children
663f55e6 ChildrenIdentifiers
ef6c9999 ChildrenName
f1d201d5 ChildrenProbability
e35a50c8 ChoiceDescription
9df91392 ChosenBadge
2d4bd10e ChromaColor
8d5a662d ChromaColor1
8a5a6174 ChromaColor2
80bf3dc2 Chunk
5e0e1da3 Chunks
f76d4989 ClaimCeremonyVfx
7b851bb1 ClaimReadyGroup
91e4c218 ClaimText
f2ba325d ClaimableDefaultIcon
57aeabca ClaimableHoverIcon
0e94ab4a ClaimableIcon
f4e85701 ClaimableVfx
1f569b4b ClaimedIcon
3346e0ab ClaimedRewardLayout
4c06b937 ClaimedRewardTemplate
a82efcbc Clamp
f6150a17 ClampTimeToAnimateCastTo0
c43e335a Clash
a320860b ClashFrame
dc4d5148 ClashFrameMirror
3ecc7226 ClashLoadable
714773a7 ClashRoundIcon
c25ff461 ClashRoundText
d7a7ef41 Classification
d95f7caa CleanseOnActivate
38404a4d ClearAllButton
b18e5e08 ClearAllButtonDefinition
0a004a31 ClearAllTrakey
c6e9fbea ClearButton
c74c762c ClearButtonTemplate
d1a3dbc8 ClearUndoHistory
cea34a2c ClearUndoHistoryOnActivate
5c7ea86f Click
cfe20df6 ClickAbsorbingRegionElement
9fba55f7 ClickData
71755aa6 ClickParticles
26d64467 ClickRegion
23bed45a ClickRegionDefinition
e7976eb7 ClickRejectedVfx
7babfb4e ClickReleaseParticleElement
8ff1b151 ClickShowRecipeHintTraKey
f028019b Clickable
341bdc2e Clicked
031ff34b ClickedIcon
cd68b02a ClickedIconColor
ad0f8882 ClickedStateElements
280c558b ClientAssets
2610a4a3 ClientState
424a6b16 ClipAccessoryToRead
68c14f60 ClipName
a301c4a7 ClockToUse
b490a3cb CloseButton
353d5286 CloseButtonDefinition
5a3c65d9 CloseButtonTemplate
46019bf0 CloseOnEndGameAfterDelay
37be142b CloseRegion
ca1c41c9 CloseRegionScene
40d68bee CloseReminderDelaySecs
6dbdfe81 CloseShopReminderVfxHandle
ebee50c5 Closed
64847953 CloudShadowSunLightColor
6337823d CloudsTexturePath
e9419d84 ClusterSize
cac1b6d2 Coefficient
f28dd471 Col
21813e5e CollapseButton
3db992bb CollapseIcon
552ea0a0 CollapsedStageScene
25215373 CollectionsIcon
020844ad CollisionRadius
3d7e6258 Color
06f49fbb ColorA
8bbd4fb3 ColorAScale
07f4a14e ColorB
476cbaec ColorBScale
a2509640 ColorData
89044465 ColorEasing
0cf4a92d ColorG
cd5a323e ColorLookUpOffsets
f02bd44d ColorLookUpScales
2574b022 ColorLookUpTypeX
2674b1b5 ColorLookUpTypeY
c246d7e7 ColorModulate
e22cb3eb ColorOffsetB
e52cb8a4 ColorOffsetG
f22ccd1b ColorOffsetR
f7f4881e ColorR
155f244b ColorRenderFlags
6edc6f6e ColorValues
f0ec2f06 ColorblindColor
077c4e3f ColorblindData
373e7575 ColorblindGlowColor
8be090f2 ColorblindOutlineColor
125f7f6e ColorblindPalette
c2008b7b ColorblindSelectionBoxColor
9b6dceee ColorblindShadowColor
1c9772b0 ColorblindTextureFile
468da513 ColorblindVisibility
f8f489b1 Colors
6b8648e5 Column0LabelTraKey
758026f0 Column1LabelTraKey
34c7d48f Column2LabelTraKey
b49ed6f0 ColumnHorizontalAlignment
79c749b6 CombatArtCleanup
4762c958 CombatRecapLineTemplate
8e3c4be4 CombatRecapPanelTemplate
33653f1e CombatRoundDamage
836908e2 CombatStateBackground
ce2e82b0 CombatStateDotsFx
850a3bd3 CombatStateLossFx
2a6747db CombatStateSlideInTimeSecs
c2035d7a CombatStateWinFx
41df9215 CombinableCounterCategory
40b53231 CombinableCounterDisplay
28e52dc5 CombinableDamageFormat
0de5f1fe CombinableNegativeNumberFormat
91b41045 CombinableNumberFormat
20b20b79 CombinableTextShowCrit
4e37fc5e CombinationRule
f4cd9851 CombineMode
f94042c8 ComboBorders
eef61c58 ComboBoxBaseName
fa957187 ComboBoxDefinition
7d680ccf ComboBoxHeaderButton
25f2a928 ComboBoxHeaderText
e4b196cc ComboIcon
17030eb6 CommandCenterIcon
042592db CommandCenterMinimapIcon
aeb229b9 CommandText
838d4174 CommonEffectElements
14ff2afd CommonElements
ad8aa34c CommonScene
376fbc1d CommonlyBuiltIconDefinition
f042a7ea Comp
effbc65c CompanionBuckets
4e40838e CompanionHealthPerTickMark
0d47a855 CompanionInfoPanel
f32431bf CompanionLoadoutGridButtonData
1d297fca CompanionLoadoutItemListPanelData
d09f96bd CompanionType
56ecde12 Companions
5481ea29 Comparator
728eb9a3 CompareOp
a4fcbf59 ComparisonByLevel
32c73d4c ComparisonType
55caed82 Complete
1782dd2f CompleteDefault
4721775e CompleteDefaultIcon
4161affc CompleteFx
d221d784 CompleteHover
97c5f9a5 CompleteHoverIcon
72e2a629 CompleteRewardList
fa79ea0b CompleteSelected
424a4629 CompleteText
df5cfa0e CompletedItems
365d9de2 CompletedSoundPath
1b1e9485 CompletionVfx
868eb76a ComplexEmitterDefinitionData
1c6536a1 ComponentIcon
85554c96 ComponentIcons
1bf51169 Components
b1b3166d CondensedItemCombineTooltipData
0922cf02 CondensedScene
87599d02 CondensedTipIcon
d212fabe Condition
ea35be63 ConditionClipTransitionType
7500fecc ConditionRelationship
fac6be52 ConditionalBehaviors
7ba92bda ConditionalElementsEntries
80e0d0b7 Conditions
a3f03b49 ConeAngle
fe497a32 ConeAngleDegrees
3b98458c ConeCheckFlagOverride
381c24c1 ConeFollowsEnd
cfd5f4c8 ConeRadius
eb34d5d7 ConeRange
23ff66c7 Config
421cb82f ConfigData
0a771a57 ConfigOverride
9d7e26ac ConfigOverrides
d0ede884 ConfigTypes
5f0ead5c Configs
8000e37b ConfigsClient
b2c3d7b9 Configuration
df85b25f ConfirmButton
985233b8 ConfirmButtonAdditionalIcons
c072a4f2 ConfirmButtonDefinition
429b4e07 ConfirmButtonIcons
2fd58337 ConfirmButtonTraKey
788862bd ConnectedBgRegionHandle
151d3b4d ConnectionButton
d8d7f794 ConsensusVotesRequired
0691ea25 Constant
e595dd78 ConstantBuffers
c1970a60 ConstantSpeed
b4b427aa ConstantValue
adb3e562 Constants
7cf816e2 ConstraintPosLocator
6abab6c7 ConstraintRange
e76c9b56 ConsumablesPanelDefinition
891a5676 ConsumablesQuickBuyData
80e24428 ConsumeOnAcquire
4e3683bf Consumed
17c619fa ContentElement
54d3f7cf ContentId
b9e79a12 ContentScene
dd2f145a ContextualActionRuleConfigFile
baf299d5 ContinualForceX
7ecea188 ContinualForceXBase
b9f29842 ContinualForceY
6e2e7d1f ContinualForceYBase
de5d7211 ContinueAt
8c3e02a0 ContinueButton
9acc1fc1 ContinueButtonDefinition
2a856173 Contrast
042576f3 ControlPoint1
05257886 ControlPoint2
802ef4c5 ControlRatio
ed45c0f6 Controllers
d4edb891 ConvertStreamsToHalfFloat
85d8a7e8 Cooldown
31a0452f CooldownAnimations
0a6b63ca CooldownCompleteEffect
56bd4ca9 CooldownEffectData
f750283e CooldownEffects
f0d308f6 CooldownFx
fffcfb5f CooldownGem
077f9e08 CooldownInSec
4a27a41d CooldownJumpEffect
98b66135 CooldownModifications
b3e7c1fb CooldownSpellQueueing
608ff0af CooldownText
9ecac3a1 CooldownTime
3fdcc22e CooldownTimeSeconds
cc324529 CooldownTimer
aa30297a CooldownUiData
7bd6c7e0 CooldownVoiceOver
936ed1dd CoreName
56647830 CorkiCharacterQuest
244a2150 Corner
0af1ce00 CosmeticIcons
e85c3338 Cost
1bfe1e6b CostBg
f38e6a9f CostText
fdc7d532 CostTextDefinition
1df75d2e CostTextSelected
d2e9b1b7 CostTextUnpurchaseable
39b1ddf4 Count
8fb9959f CountBg
bc7fb120 Countdown
ad853004 CountdownBackground
f77d0e71 CountdownMeter
5062ea57 CountdownText
9cacde23 Counter
9e2eeefa CounterAdviceSets
4c10ca77 CounterDefinitions
f969d2ee CounterId
2f7b8d35 CraftButton
b539a1cd CraftSubtitle
87099332 CraftText
b1c0a323 CraftTextClicked
7719d8aa CraftTextDisable
13ae144f CraftingContinueButtonDefinition
5ac714a6 CraftingSequence
240577f5 CrestBase
8ede41f4 CrestTier
d67b90f2 CritAttacks
8afc08bf CritDamageMultiplier
3ff62242 CritPerLevel
51540388 Critical
2226ab34 CriticalAttack
3a956d86 CriticalDamageFormat
9000bc3c CriticalMagicalDamageFormat
a69d775b CriticalPhysicalDamageFormat
845a3b0d CriticalState
e3cf2582 CriticalStrike
bf42490e CriticalTrueDamageFormat
33f4cd86 CrownIcons
79524552 CsIcon
b8ec6234 CsText
758ada3d CubemapPath
717180fb CubemapProbeGroup
7ca989b5 CubemapProbeGuid
fe380acf CubemapProbePath
82fe6a54 CubemapProbePrefix
69288cba CubemapProbeScale
91939cd2 CubemapRegion
c82097d4 CubemapScale
e5561300 Cue
4b0f55ce CullEnable
f4cd79d5 CurrShopHighlightElement
ddf28636 Currency
d5f7b496 CurrencyButton
1f40f3cb CurrencyId
8ec03ae6 CurrencyInfo
3bc6cb57 CurrencySegmentData
bb14f928 CurrencyTemplate
11e50af6 CurrentExpText
892bc919 CurrentGoldIcon
33c9204f CurrentGoldText
47dc6b2c CurrentPhaseIcon
782dfa79 CurrentPlayerHighlight
06d0613e CurrentPositionText
dafe4144 CurrentRatingText
2bce6144 CursorDataInGds
a3fa11d8 CursorScaling
676d35d4 CursorUiUpdate
93eda67c CurveType
9417d208 CustomAbilities
0f886996 CustomAnnouncementStyle
7d90eb32 CustomBackgroundTexturePath
560ba0bc CustomBadgeGroup
ba98aba0 CustomBadgeIcon
56b8c2ce CustomButton
0afe544e CustomButtonData
0a710deb CustomButtonIcon
67acc5c9 CustomButtonPopupAnchor
bf3c1cbd CustomButtonPopupViewController
796fb247 CustomExclusions
1aaa051f CustomHealthBarTemplate
6d8d5bf1 CustomInclusions
4b901db3 CustomMaterial
0d2f6d7d CustomPlatform
bb429484 CustomSequences
fb910cc2 CustomTable
1cf64a20 CustomUiData
89667868 CustomizedSounds
423d6196 CutoffTimeSeconds
26335f67 CutsceneEntries
e37ce7a8 CutsceneKey
eaa2781f CutscenePositionLocatorName
cc60e6a2 CycleBasedScaleAddition
e70c8908 CycleTime
754a85a6 Cycles
a0dc95ba DamageBuffName
6dca3a41 DamageByTypeValueText
4293e6ae DamageDisplayData
cf5d9d5b DamageFlashMeter
0a671d7b DamageFlowTakeDealDamageFlip
718456c6 DamageInhibitor
5fb9bd8e DamageMax
eba69111 DamageMeter
d12128e3 DamageOverview
ae5fa9b7 DamagePerLevel
994018d1 DamagePercent
d17c71e5 DamageProperties
56581a11 DamageResultType
873dc06e DamageShimmerEffect
5e24c2b6 DamageShimmerSfx
d8b1733d DamageSkinCutscene
f60c25c4 DamageSkinIcon
661bf241 DamageSkinInfoPanel
fd12e0e3 DamageSkinLoadoutGridButtonData
f50d446e DamageSkinLoadoutItemListPanelData
5f793adb DamageSkinMinionCutscene
2efb9d27 DamageSourceCanBeChampion
1701ca0a DamageSourceCanBeMinion
cbc2f8ba DamageSourceCanBeTurret
450d68a0 DamageTag
397db5c1 DamageTagDefinition
871c0429 DamageTags
f6f283a3 DamageTakenPie
e5b78177 DamageText
5eb7940e DamageThresholdRequired
59eb67ec DamageUpgrade
59b5a4e0 DamageUpgradeLate
2b551b30 DamagerDetailedLayout
0dbebea8 DamagerDetailedTemplate
68931d61 DamagerKillerIcons
4dfb4672 DamagerPortraits
15eb8c1d DamagersCondensedView
bb61b895 Damping
2eedede5 DarkColoration
eae0a7e6 DarkLaunch
9ac4d782 DashRange
d872e2a5 Data
92bd18ab DataCollectionOnly
aae01626 DataCollections
7f189e8c DataDrivenPath
b4b13a2d DataType
06afef1b DataValues
fb56608c DataValuesModeOverride
d472dc59 Date
15edde72 DateDivider
72435bb8 DateSpacingOver
6c26c12c DateSpacingUnder
bb555990 Datestamp
f3ee8811 DayAbbreviationTraKey
469c192f DeactivationDateTime
8200dd26 DeadIcon
80636ed1 DeadSlotHighlight
05c60365 DeadZone
67b34b53 DeadzoneRadius
bd28bd4d Death
15f21b36 DeathAnimAlly
6fe80584 DeathAnimEnemy
5d19c62e DeathEventListeningRadius
93f230bf DeathEventType
cf8c591b DeathRecapOffsetRegion
0198b2f4 DeathRecapRework
1ddf1633 DeathRecapShowcaseUi
0d707920 DeathRecapTransitionIn
5b30d065 DeathRecapTransitionOut
b4c6360c DeathTime
5864ed98 Debug
726b2aa4 DebugCharacterLists
c2e77088 DebugOverride
1da36d92 DebugPrintCcScoreToChat
a550c40c DebugVisualization
d315e55d Decay
cbaf0880 DecayDelay
71064bca DecayTimer
d183213b DecimalSeparatorTraKey
90f52f0d DeclineButton
718f0085 DecoratedName
933b5bde Default
73e8c79a DefaultAdjustments
edf1840c DefaultAnimation
123393ed DefaultAnimations
bd4a5ca2 DefaultBackgroundTexturePath
e8457340 DefaultBannerTexturePath
3f851f9d DefaultBannerTimer
e9859447 DefaultBar
d603f9d5 DefaultBlankMaterial
c63599cc DefaultBorder
b08eaa53 DefaultButtonStyle
1cf053d7 DefaultChampionScripts
15bfbe28 DefaultCharacterStats
9a7f92cb DefaultClipName
ef36d754 DefaultDamageFormat
8e6ce07e DefaultData
eb553672 DefaultDuration
b78f6b40 DefaultEmptyPip
61c903cf DefaultFillMeterColor
349b43d4 DefaultFloat
da6801e9 DefaultForegroundTexturePath
3ca16daf DefaultFrame
895c803a DefaultHealthTextColor
ef2cd5bb DefaultIcon
6e3b131a DefaultIconColor
2ffc1bc2 DefaultIndex
3e682829 DefaultItemButton
c7d8a053 DefaultItemShopFilter
c9bd6567 DefaultJunglePathRecommendation
729bdec2 DefaultLargePip
ec950741 DefaultLogo
bad7ddc6 DefaultMagicalDamageFormat
fe7cef23 DefaultMaterial
f1f3d846 DefaultMaxLevel
4dafc8b6 DefaultMediumPip
806148ea DefaultMenuButtonTraKeys
99c048ce DefaultMeterSkin
d46d37b7 DefaultOn
4ac45539 DefaultPalette
dc42d221 DefaultPhysicalDamageFormat
e55627ef DefaultPipSpacer
bb64ee4d DefaultPlatform
e00be811 DefaultPotion
1a361782 DefaultQueueIdTitleTraKey
4fe75004 DefaultRatedTierTraKey
e3fcf341 DefaultRespawnPoints
d92cd177 DefaultResult
1d763328 DefaultSceneHandle
74903466 DefaultSet
0d43af66 DefaultSetData
5d525afe DefaultSmallPip
37fd915d DefaultSound
279f4b1c DefaultSpawnCount
1f49bc21 DefaultStandardItemRarityTexturePath
b42e025a DefaultStandardItemStarLevelTexturePath
37c14478 DefaultStandardItemThumbnailTexturePath
db62c463 DefaultState
1bf466b2 DefaultStateElements
28da4278 DefaultTechnique
c21259bd DefaultText
4f50f19a DefaultTextureName
32b374fa DefaultTexturePath
6783e447 DefaultTheme
eacb8daf DefaultThemeData
acee7679 DefaultTitleTra
4b989bcc DefaultTooltipKey
7bb96c88 DefaultTrueDamageFormat
0617e21f DefaultValue
4a66b8d0 DefaultVisible
1eb71cc8 DefaultWordWrapMargin
3df9c95e Defeat
27f7a183 DefeatBannerSound
7fc876f0 DefeatFx
1c5512ff DefeatGroupHandle
47f3fb40 DefeatMusicId
ccaadab7 DefenseDownIcons
94db3c09 DefenseDownL1Percent
495d9b1e DefenseDownL2Percent
1ed81f17 DefenseDownL3Percent
476e1562 DefenseIconData
6d532c7a DefenseItemsFilterButtonDefinition
65fa82a2 DefenseModifierData
51afd9e4 DefenseModifierIcons
ff44ab1d DefenseModifierThreshold
97374ff9 DefenseRank
7f34b6b3 DefenseUpIcon
46bbdc5f DefenseUpPercent
c190adfd DefensiveModeButton
84145ca0 Definition
4ed1f1d8 Delay
18330965 DelayCastOffsetPercent
6df2c8a2 DelayFrames
ab767e50 DelayOrder
1cb012da DelaySecs
e308ee03 DelayTimeDriver
3a4c4690 DelayTotalTimePercent
c6128ec6 DelayTurningOff
d1d0fcec DelayTurningOn
00cc4897 DelayedCharacterPortrait
615c3c29 DelayedIconWaitTimeSec
bf7f7031 Delays
893b0813 DeltaDriver
1f661402 DeltaIn
7f52f79b DeltaOut
5cf56914 DemotionProtectionText
86af2be3 Denominator
67b5d729 DepthBiasFactors
a0c7176b DepthCompareFunc
d2507939 DepthEnable
2c677584 DepthFadeInBegin
3cc05295 DepthFadeInOneOverWidth
0bfc20d5 DepthFadeOutBegin
aaaf9d92 DepthFadeOutOneOverWidth
fd51260c DepthOffsetBias
040869d0 DepthOffsetSlope
8fe1036b DesaturateOnInactive
83030020 Desc
346f3b69 Description
9d978701 DescriptionAppendPriority
a4e9548e DescriptionAppendTra
ce3c3e2c DescriptionDefinition
46658757 DescriptionForOtherTeam
3af2d3eb DescriptionForSameTeam
d20f7a20 DescriptionLocKey
198daaca DescriptionText
f86b636a DescriptionTra
ba8affe1 DescriptionTraKey
7e60d271 DescriptionTraKeyOverride
a51a09ee Descriptions
77ec22eb DesignerOverridePath
da585234 DesignerRecSpellOverride
9a032455 Dest
bf30d9bb DestIndex
8af0b77c DestKey
e81c8baf DestTable
d35dbafa DestValue
b2de64bf Destination
01da971e DestroyOnCompletion
f9bb2a33 DestroyedCharacter
9d9730fd DestroyedSkin
4ebb0d28 DetachedAnimationParticlesUseOwnerVisibility
55da67c2 DetailPanel
f1700dec DetailTextT1
f47012a5 DetailTextT2
c2714fa9 DetailedDescription
86feb6cc DetailedGroup
63f43935 DetailedHoverRegion
7041bc3f DetailedLayout
e4b4a2b3 DetailedStatAmount
54b92b94 DetailedStatName
628af3b0 DetailedStatTra
7319f5bd DetailedStatUi
b62ac251 DetailsButton
00cc11a5 DetailsPanel
0ea5ca73 DetailsScene
ece4b81e DetailsText
de45833d DetailsTraKey
a15b1f92 DetailsTransitionData
07151326 DetectedEffect
4d28d740 DetectionEyeEffect
7f84f9be DetectionEyeWarningEffect
bb4a1111 DetectionRange
59391a1a DeterministicRandom
7fa7d53e DeviceUx
9ab37cd7 DialogPickChoice
63d4bf7a DialogText
bce6912e DifficultyRank
c8a3e804 Diffusion
02fbedaf DirectedCameraStatusText
2a92980e DirectedCameraToggleButton
514a365c DirectedTrackingElement
df6dc76a Direction
ebd44083 DirectionVelocityMinScale
7ad984a5 DirectionVelocityScale
93698491 DirectionalTipElements
cded8c63 Disable
4bc37f00 DisableAllSkins
498f96ad DisableAutoSnr
3c91cebd DisableBackfaceCull
8f72c70b DisableClickInput
a4aefed3 DisableDdr
336b8266 DisableDisasterRecovery2Temporary
88906d85 DisableEmoteRadialMenu
11a57f5f DisableHorizontalReverse
f6ccc794 DisableOnAction
4203ebdb DisableOnEnd
6852dace DisableOnStart
5ec48a53 DisablePingRadialMenu
d8348057 DisablePixelSnappingX
d7347ec4 DisablePixelSnappingY
7d19fee1 DisableRenderUiChatFrames
92daa0f7 DisableRenderUiChatOsx
6347bcb8 DisableRenderUiChatWindows
e7b6c70d DisableResolutionDownscale
656167df DisableSpellLevelMinimumProtections
8e6d8a28 DisableStatFilters
4e7c06c9 DisableSubFrameThrottles
ffd6fec5 DisableTftInput
d32430e5 DisableVerticalReverse
33f36f05 Disabled
a5b85430 DisabledIcon
62a097c7 DisabledIconColor
0862ab8b DisabledIconTexture
8e2676a9 DisabledIds
42ab4c4a DisabledRegions
cd11c337 DisabledTargetLaserEffects
94326b7e DisabledText
4e4fba3a DisabledTimeBeforeSpawn
b44b0b57 Disarm
54819796 Disarmed
a6cd436d DisguiseHealthBar
1188cd7c DisguiseMinimapIconOverride
3e0c2b72 DismissSound
5d7c7c0b DisplayCamoVfx
afbfe7cf DisplayElementList
072d935c DisplayElements
7bd1dd36 DisplayFrame
d6ddad9c DisplayGroup
af0a3c62 DisplayMode
4fd51a36 DisplayName
6c4b0c27 DisplayNameTra
cd255b9e DisplayNameTraKey
0cb02939 DisplayPriority
